what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642937887139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642937889604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642937895508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642937912237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642937914439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642937919392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642937926492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642937927546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642937954919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642937972873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938021354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938274519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938279735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938884561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642938891127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642938894335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1642938902970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938925559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938928912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938934578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642938947831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642938956594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642938966046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642938967762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642939013666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1642939018202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642939020324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642939021127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642939733962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642939738127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642939744569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642939748063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642939750247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642939758850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642939766584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939783942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939833346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642939843450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642939846235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642939850124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939869279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939881538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939887195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939899853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642939930080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939930836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642939932329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642939942298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642939943069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642940017229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642940022085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642940138116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642940220609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642940223092
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1642940284550
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642940286162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642940396497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642940575209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642940705596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642940722423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642941006764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952225991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952389356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952446065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642952481136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642952575476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952582960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952585882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642952597168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952604568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952647186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642952650174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642952650535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642952658292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642952667559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952677948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952696904
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1642952720037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642952727548
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642952727548
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642952729289
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642952729289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642952778261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953149019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642953181696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642953191551
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1642953193703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953197758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953211283
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642953211361
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642953211393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642953220114
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642953249201
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642953305038
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642953384999
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642953401866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953443272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953450074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953463090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953474397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953479727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953484484
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642953487773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642953504208
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642953505986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642953511253
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1642953519566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953531483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953531608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953538161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953538303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953538381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953540566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1642953581182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642953586135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953610051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642953617797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953633285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953643045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953677699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953720490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642953745257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642953747966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642953749383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953759049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953763897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642953769051
