what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643098829745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098834439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098834567
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643098834658
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643098834686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643098838456
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643098847008
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643098847008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098860277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098907738
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1643098911104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098915438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098938895
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1643098939136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643098950996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099027517
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099029720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099035256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099061724
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099064218
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099065228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099068473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099079978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099086561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1643099091026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099092169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099092626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099134321
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099140446
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099140666
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099140799
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099140950
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099141076
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1643099141200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643099143500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643099143961
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1643099152223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099153806
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1643099159036
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1643099159190
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1643099159263
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099159384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099159455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1643099159467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099162905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099172765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099177806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1643099179127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099180764
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099180860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099180885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1643099181926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099183694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099188326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1643099189805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099193188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099209427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099242230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099281781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099309289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099319595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099319730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643099337143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099344847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643099353393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1643099354026
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1643099378006
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1643099379638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099438230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099448286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099452665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099472078
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099472078
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1643099474802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099480982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1643099481885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099483058
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099483165
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099483192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1643099484581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099485239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099490283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099490774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099495589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1643099496799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1643099497988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099500360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099503786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099508257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099519007
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1643099521616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099525456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1643099526266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099527156
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099527257
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1643099527286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1643099528326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1643099528908
